epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,1378.46,0.74434,0.80153,1.07959,0.5,0.48006,0.49968,0.10001,3.17729,3.40351,4.09718,0.000693351,0.000693351,0.000693351
54,1404.86,0.7117,0.75194,1.08437,0.5,0.47676,0.52149,0.1071,3.07448,3.15853,3.45556,0.000679204,0.000679204,0.000679204
55,1431.1,0.66572,0.79143,1.09336,0.61566,0.41667,0.58784,0.11812,2.79983,3.27772,3.21007,0.000665057,0.000665057,0.000665057
56,1457.07,0.71152,0.8029,1.0718,0.96275,0.25,0.44256,0.09732,2.88861,3.46546,3.3413,0.000650909,0.000650909,0.000650909
57,1482.97,0.62778,0.74754,1.0427,0.98326,0.25,0.43234,0.06131,3.10584,3.12649,3.62817,0.000636762,0.000636762,0.000636762
58,1509.57,0.62797,0.72174,1.06598,1,0.48598,0.5156,0.05909,3.17677,2.99729,3.73855,0.000622615,0.000622615,0.000622615
59,1535.96,0.70852,0.84504,1.1037,0.98601,0.25,0.42825,0.06105,3.06973,2.8571,3.70754,0.000608468,0.000608468,0.000608468
60,1562.03,0.63899,0.74783,1.05788,0.5,0.489,0.5266,0.16781,2.8967,2.96189,3.45508,0.000594321,0.000594321,0.000594321
61,1587.82,0.63113,0.74837,1.03685,0.5,0.48605,0.49887,0.14982,2.88744,2.98675,3.42925,0.000580174,0.000580174,0.000580174
62,1613.93,0.61774,0.71665,1.03649,0.98403,0.25,0.34898,0.08505,2.99758,3.02675,3.34624,0.000566027,0.000566027,0.000566027
63,1639.12,0.70001,0.80883,1.10928,0.76176,0.41667,0.51746,0.08219,3.04731,3.25005,3.36848,0.00055188,0.00055188,0.00055188
64,1662.24,0.639,0.68178,1.02865,0.52019,0.41667,0.38894,0.05887,2.8892,3.44188,3.25257,0.000537733,0.000537733,0.000537733
65,1685.24,0.66327,0.71065,1.04024,0.48021,0.41667,0.46218,0.06158,2.96323,3.57125,3.34523,0.000523586,0.000523586,0.000523586
66,1708.36,0.63625,0.73452,1.03708,0.51409,0.41667,0.32514,0.05461,2.92699,3.37431,3.31997,0.000509438,0.000509438,0.000509438
67,1731.43,0.63417,0.7242,1.03482,0.40662,0.40064,0.33892,0.04607,2.81797,3.221,3.29405,0.000495291,0.000495291,0.000495291
68,1755.05,0.61279,0.79776,1.04246,0.98165,0.25,0.27586,0.05446,2.97825,3.13512,3.53087,0.000481144,0.000481144,0.000481144
69,1778.33,0.56698,0.62006,1.02262,0.98175,0.25,0.25819,0.05208,2.99933,3.09905,3.58882,0.000466997,0.000466997,0.000466997
70,1802.81,0.58591,0.62011,1.02261,0.98293,0.25,0.25892,0.05259,3.01244,3.07129,3.54381,0.00045285,0.00045285,0.00045285
71,1825.93,0.56846,0.65625,1.03377,0.98321,0.25,0.28124,0.0598,3.11277,3.0677,3.61455,0.000438703,0.000438703,0.000438703
72,1848.78,0.5758,0.71766,1.03934,0.98436,0.25,0.37442,0.08593,2.97716,3.03859,3.49449,0.000424556,0.000424556,0.000424556
73,1871.81,0.64426,0.82221,1.07834,0.98506,0.25,0.37826,0.0871,2.93544,3.00274,3.58666,0.000410409,0.000410409,0.000410409
74,1894.97,0.59929,0.64161,1.03889,0.98456,0.25,0.38092,0.06097,2.75879,2.99807,3.36786,0.000396262,0.000396262,0.000396262
75,1919.59,0.52379,0.62794,1.00842,0.98093,0.25,0.38133,0.06134,2.62254,3.1002,3.30125,0.000382115,0.000382115,0.000382115
76,1943.65,0.58762,0.65938,1.05076,0.97289,0.25,0.38057,0.05848,2.63262,3.26372,3.30194,0.000367967,0.000367967,0.000367967
77,1968.34,0.54337,0.65345,1.00505,0.94781,0.25,0.38947,0.05846,2.74237,3.36084,3.33496,0.00035382,0.00035382,0.00035382
78,1991.67,0.51909,0.59407,0.99133,0.28781,0.36344,0.42167,0.06751,2.87317,3.40579,3.4592,0.000339673,0.000339673,0.000339673
79,2015.04,0.58176,0.66627,1.00336,0.44039,0.25,0.37638,0.08777,2.85798,3.48123,3.53086,0.000325526,0.000325526,0.000325526
80,2038.06,0.55855,0.63491,1.01011,0.97912,0.25,0.35174,0.08019,2.90813,3.18536,3.65843,0.000311379,0.000311379,0.000311379
81,2060.9,0.60671,0.65091,1.05359,0.98331,0.25,0.35186,0.08015,2.95429,3.02977,3.70341,0.000297232,0.000297232,0.000297232
82,2083.71,0.52442,0.58818,1.01442,0.5,0.48473,0.50042,0.12496,2.98142,2.85963,3.71766,0.000283085,0.000283085,0.000283085
83,2106.55,0.51236,0.58781,0.99136,1,0.48563,0.50529,0.12567,3.01772,2.7165,3.7075,0.000268938,0.000268938,0.000268938
84,2129.62,0.48316,0.61055,0.98199,1,0.48661,0.50488,0.09892,2.95658,2.61469,3.57531,0.000254791,0.000254791,0.000254791
85,2153.49,0.47146,0.51468,0.95327,1,0.48695,0.50236,0.0924,2.94573,2.63532,3.56862,0.000240644,0.000240644,0.000240644
86,2176.88,0.4803,0.5685,0.97063,0.5,0.48955,0.50324,0.1311,2.9703,2.55879,3.57738,0.000226497,0.000226497,0.000226497
87,2199.74,0.45356,0.5335,0.93559,0.5,0.48793,0.50202,0.13135,3.01393,2.67442,3.58708,0.000212349,0.000212349,0.000212349
88,2222.72,0.49516,0.50658,0.96301,0.5,0.48791,0.50062,0.12537,3.07645,2.73336,3.696,0.000198202,0.000198202,0.000198202
89,2245.82,0.52639,0.60155,1.01122,0.5,0.48802,0.50062,0.12518,3.06858,2.75018,3.69779,0.000184055,0.000184055,0.000184055
90,2269.05,0.54797,0.57701,0.99498,1,0.48764,0.50294,0.1253,3.06887,2.7792,3.71555,0.000169908,0.000169908,0.000169908
91,2292.31,0.3884,0.57863,0.90083,0.5,0.48692,0.50093,0.11274,3.20543,2.88894,3.69899,0.000155761,0.000155761,0.000155761
92,2317.2,0.35317,0.58733,0.87833,0.5,0.48667,0.49967,0.1249,3.07084,2.91018,3.59413,0.000141614,0.000141614,0.000141614
93,2344.52,0.33827,0.50603,0.87765,0.5,0.48655,0.50021,0.11885,3.10111,2.93207,3.59956,0.000127467,0.000127467,0.000127467
94,2371.33,0.32105,0.52086,0.90087,0.5,0.48648,0.50147,0.12537,3.02994,2.97101,3.55164,0.00011332,0.00011332,0.00011332
95,2399.2,0.43202,0.60675,0.9743,0.5,0.4865,0.50631,0.09286,2.92029,3.05563,3.39551,9.91726e-05,9.91726e-05,9.91726e-05
96,2425.7,0.3348,0.52211,0.9298,0.5,0.48623,0.50996,0.09738,2.84652,3.07292,3.30265,8.50255e-05,8.50255e-05,8.50255e-05
97,2451.99,0.3152,0.50852,0.93002,0.5,0.48622,0.51008,0.09172,2.84287,3.06017,3.30204,7.08784e-05,7.08784e-05,7.08784e-05
98,2475.16,0.33551,0.47673,0.88394,0.5,0.486,0.51015,0.09831,2.78814,3.03215,3.26211,5.67313e-05,5.67313e-05,5.67313e-05
99,2498.21,0.32544,0.49629,0.86088,1,0.48605,0.51153,0.09373,2.79733,3.01335,3.27561,4.25842e-05,4.25842e-05,4.25842e-05
100,2521.4,0.29493,0.48196,0.85895,1,0.48587,0.51071,0.09005,2.76309,3.03314,3.25674,2.84371e-05,2.84371e-05,2.84371e-05
